id,gender,birth,degree
1000,M,1975-05-08,1d
1001,M,1973-05-06,1d
1002,F,1944-07-13,1d
1003,M,1975-01-07,1d
1004,F,1954-11-03,1d
1005,M,1965-04-07,1c
1006,F,1949-12-12,1c
1007,M,1962-11-03,1c
1008,F,1967-12-28,1b
1009,F,1966-03-11,1g
1010,M,1968-10-07,1b
1011,F,1969-09-06,1b
1012,M,1969-07-01,1b
1013,F,1977-09-08,1c
1014,M,1948-06-28,1b
1015,M,1972-11-19,1b
1016,M,1953-03-01,1b
1017,M,1978-03-21,1d
1018,M,1952-07-21,1d
1019,M,1952-08-12,1c
1020,M,1972-06-16,1g
1021,F,1971-09-11,1b
1022,F,1970-06-19,1a
1023,M,1975-06-03,1b
1024,M,1955-07-26,1c
1025,M,1947-08-01,1c
1026,M,1966-05-31,1d
1027,M,1940-09-20,1b
1028,F,1972-03-30,1b
1029,M,1958-09-30,1a
1030,F,1947-07-13,1c
1031,M,1971-09-23,1c
1032,M,1975-09-10,1c
1033,M,1977-10-13,1b
1034,F,1974-02-26,1g
1035,F,1966-10-07,1c
1036,F,1956-03-15,1d
1037,M,1959-11-16,1b
1038,F,1968-11-18,1a
1039,M,1971-07-05,1b
1040,M,1969-10-31,1b
1041,M,1977-12-16,1c
1042,M,1974-11-10,1b
1043,M,1976-08-04,1b
1044,M,1968-01-06,1g
1045,M,1941-10-23,1b
1046,M,1978-11-12,1b
1047,F,1953-03-05,1d
1048,M,1974-10-08,1c
1049,F,1978-01-18,1c
1050,F,1974-08-04,1c
1051,M,1960-02-10,1a
1052,F,1968-05-31,1c
1053,M,1965-03-05,1g
1054,M,1980-11-23,1e
1055,F,1953-09-28,1b
1056,M,1978-03-23,1d
1057,F,1970-03-07,1c
1058,M,1951-03-22,1c
1059,M,1947-03-30,1c
1060,M,1973-03-12,1c
1061,M,1939-04-11,1b
1062,M,1948-05-21,1d
1063,F,1962-08-02,1c
1064,M,1959-02-05,1b
1065,M,1974-10-16,1c
1066,F,1969-03-17,1c
1067,F,1925-05-16,1c
1068,F,1949-03-05,1e
1069,M,1971-09-16,1b
1070,M,1976-01-29,1a
1071,M,1973-07-04,1b
1072,M,1963-11-29,1c
1073,F,1973-08-27,1d
1074,M,1969-04-04,1c
1075,M,1936-05-25,1b
1076,,,
1077,F,1979-03-04,1d
1078,F,1971-03-23,1c
1079,M,1953-03-12,1b
1080,M,1956-03-22,1d
1081,M,1940-05-16,1b
1082,F,1970-03-07,1c
1083,M,1950-07-09,1c
1084,M,1973-11-24,1b
1085,M,1973-06-29,1a
1086,M,1976-10-21,1c
1087,M,1956-05-23,1b
1088,M,1932-02-02,1d
1089,M,1947-10-18,1g
1090,M,1979-12-23,1d
1091,F,1973-08-20,1d
1092,M,1950-01-15,1c
1093,M,1958-02-20,1b
1094,M,1977-04-21,1c
1095,M,1979-12-19,1d
1096,M,1971-03-15,1b
1097,F,1960-09-04,1b
1098,M,1951-06-10,1d
1099,F,1954-11-14,1d
1100,M,1967-05-06,1b
1101,M,1980-11-06,1d
1102,F,1971-09-12,1b
1103,F,1950-12-23,1d
1104,M,1963-01-30,1b
1105,M,1955-10-08,1d
1106,M,1941-11-20,1b
1107,M,1978-02-08,1b
1108,M,1971-05-25,1g
1109,F,1956-12-25,1c
1110,F,1973-04-21,1c
1111,M,1956-08-19,1b
1112,M,1957-01-14,1c
1113,F,1979-01-16,1b
1114,M,1973-08-16,1c
1115,M,1972-09-07,1g
1116,F,1957-05-09,1b
1117,M,1954-10-06,1c
1118,M,1971-08-08,1d
1119,M,1969-02-11,1b
1120,M,1951-09-07,1e
1121,M,1957-11-07,1b
1122,M,1973-03-19,1a
1123,M,1974-02-09,1b
1124,F,1974-02-06,1c
1125,M,1970-07-26,1c
1126,M,1972-04-30,1b
1127,M,1952-06-17,1g
1128,F,1975-04-13,1g
1129,M,1960-08-16,1b
1130,F,1953-06-28,1b
1131,M,1951-07-10,1d
1132,F,1958-03-26,1c
1133,F,1967-10-16,1d
1134,F,1960-01-17,1c
1135,M,1963-02-22,1b
1136,F,1965-03-10,1b
1137,M,1957-08-13,1b
1138,M,1966-07-21,1c
1139,M,1964-07-06,1b
1140,M,1963-06-04,1a
1141,M,1949-08-01,1b
1142,F,1969-11-15,1c
1143,F,1953-07-03,1e
1144,F,1976-01-19,1d
1145,F,1972-09-04,1c
1146,F,1972-11-14,1d
1147,F,1966-11-23,1c
1148,F,1953-03-07,1c
1149,M,1951-12-08,1e
1150,M,1971-03-22,1b
1151,M,1964-03-04,1b
1152,F,1965-08-27,1d
1153,M,1969-10-07,1c
1154,M,1972-07-28,1d
1155,M,1966-08-24,1c
1156,M,1961-01-17,1c
1157,M,1974-10-07,1c
1158,M,1966-06-18,1b
1159,M,1957-04-14,1b
1160,M,1955-07-22,1b
1161,M,1975-07-07,1d
1162,F,1974-06-28,1c
1163,F,1968-06-12,1c
1164,M,1970-10-31,1c
1165,F,1964-10-22,1b
1166,F,1971-02-17,1c
1167,F,1973-03-13,1c
1168,M,1943-02-22,1b
1169,M,1972-02-13,1b
1170,F,1965-04-12,1d
1171,F,1974-04-11,1d
1172,F,1969-08-19,1d
1173,F,1973-09-08,1d
1174,F,1976-08-01,1b
1175,M,1975-08-08,1d
1176,F,1966-02-07,1b
1177,F,1972-11-26,1d
1178,M,1973-04-30,1c
1179,F,1961-07-21,1c
1180,F,1967-09-20,1b
1181,F,1963-06-07,1d
1182,F,1967-06-07,1d
1183,M,1966-02-12,1c
1184,M,1960-06-27,1d
1185,F,1964-11-30,1d
1186,F,1963-04-20,1d
1187,F,1970-08-07,1c
1188,F,1962-08-29,1c
1189,F,1967-11-01,1c
1190,F,1967-07-10,1d
1191,F,1974-12-02,1c
1192,F,1971-03-18,1c
1193,F,1971-06-24,1b
1194,M,1965-09-24,1c
1195,M,1969-02-01,1b
1196,F,1969-01-15,1b
1197,F,1969-12-02,1c
1198,F,1955-07-05,1c
1199,M,1964-12-31,1a
1200,F,1961-11-20,1c
1201,F,1965-12-15,1c
1202,F,1947-05-02,1c
1203,F,1954-08-08,1d
1204,M,1955-01-11,1b
1205,M,1970-01-23,1d
1206,F,1958-06-28,1c
1207,F,1967-04-23,1c
1208,F,1968-11-18,1d
1209,F,1969-04-20,1c
1210,M,1969-07-03,1c
1211,F,1968-09-24,1d
1212,M,1968-10-21,1d
1213,M,1931-08-07,1d
1214,M,1954-10-01,1c
1215,M,1959-06-01,1d
1216,M,1973-04-09,1c
1217,M,1955-08-16,1d
1218,F,1970-11-30,1b
1219,M,1952-09-23,1a
1220,M,1922-10-16,1d
1221,F,1972-02-21,1c
1222,F,1972-06-10,1c
1223,M,1969-12-24,1d
1224,F,1968-12-05,1b
1225,F,1971-06-19,1b
1226,F,1957-12-24,1c
1227,M,1964-08-17,1b
1228,F,1954-01-31,1b
1229,F,1965-10-13,1d
1230,F,1966-03-12,1d
1231,F,1966-02-05,1d
1232,F,1967-04-12,1d
1233,M,1967-01-19,1c
1234,F,1966-11-18,1a
1235,M,1961-08-13,1b
1236,F,1974-04-02,1c
1237,M,1961-05-22,1b
1238,M,1973-08-05,1d
1239,M,1967-10-30,1d
1240,M,1964-06-10,1a
1241,M,1970-06-09,1b
1242,F,1970-06-21,1b
1243,F,1971-11-27,1c
1244,F,1965-04-06,1b
1245,M,1962-06-05,1a
1246,M,1972-01-28,1a
1247,F,1955-01-17,1e
1248,M,1958-12-11,1a
1249,M,1961-01-19,1b
1250,F,1951-08-14,1b
1251,M,1964-12-19,1b
1252,M,1941-04-16,1a
1253,F,1949-01-23,1c
1254,M,1965-09-25,1c
1255,M,1976-12-25,1b
1256,F,1972-01-16,1c
1257,F,1953-01-27,1c
1258,M,1974-08-28,1b
1259,M,1956-07-17,1d
1260,F,1979-08-07,1b
1261,F,1974-05-25,1b
1262,M,1937-08-30,1b
1263,M,1932-04-29,1c
1264,M,1943-03-14,1a
1265,M,1949-10-19,1b
1266,F,1951-03-17,1b
1267,M,1975-10-21,1d
1268,M,1959-05-30,1c
1269,M,1946-02-07,1c
1270,M,1976-02-01,1d
1271,F,1975-04-10,1c
1272,F,1974-01-20,1c
1273,M,1953-09-11,1b
1274,F,1958-02-07,1d
1275,M,1950-10-19,1b
1276,M,1973-08-01,1b
1277,M,1953-03-04,1c
1278,M,1928-01-22,1d
1279,M,1976-11-20,1c
1280,M,1956-10-10,1c
1281,M,1978-09-23,1d
1282,F,1974-06-19,1c
1283,F,1949-07-01,1e
1284,M,1951-02-04,1d
1285,M,1953-11-10,1e
1286,M,1947-06-10,1c
1287,M,1956-09-30,1b
1288,F,1978-03-12,1b
1289,F,1959-06-29,1c
1290,M,1962-05-31,1b
1291,F,1963-03-27,1c
1292,M,1951-11-19,1d
1293,F,1981-09-04,1b
1294,M,1955-08-13,1f
1295,F,1940-04-01,1b
1296,M,1980-11-28,1b
1297,M,1940-02-18,1c
1298,M,1932-04-21,1d
1299,M,1976-01-14,1b
1300,M,1958-02-21,1f
1301,M,1960-03-06,1g
1302,M,1979-01-19,1c
1303,F,1970-07-04,1d
1304,M,1954-04-27,1d
1305,F,1953-12-12,1c
1306,F,1969-10-25,1c
1307,F,1976-01-18,1b
1308,M,1964-09-09,1d
1309,M,1972-12-30,1a
1310,F,1972-03-06,1g
1311,M,1975-02-05,1c
1312,M,1972-07-03,1c
1313,M,1971-07-27,1c
1314,F,1977-03-22,1b
1315,M,1974-06-07,1b
1316,F,1971-09-26,1g
1317,M,1969-03-29,1b
1318,M,1962-06-19,1b
1319,M,1942-09-19,1c
1320,M,1975-06-02,1d
1321,F,1970-07-04,1a
1322,F,1972-05-04,1c
1323,M,1952-04-04,1c
1324,M,1970-10-03,1b
1325,M,1976-08-19,1b
1326,M,1972-07-02,1b
1327,M,1943-12-10,1d
1328,M,1961-08-24,1g
1329,M,1959-03-20,1d
1330,M,1949-06-29,1a
1331,M,1944-09-25,1c
1332,F,1980-01-31,1c
1333,F,1971-03-21,1c
1334,F,1971-07-13,1c
1335,M,1971-10-01,1d
1336,M,1966-11-10,1c
1337,M,1970-12-12,1c
1338,M,1943-06-25,1c
1339,F,1953-02-09,1b
1340,M,1959-01-31,1c
1341,M,1962-06-27,1c
1342,M,1953-01-06,1b
1343,F,1967-10-07,1c
1344,M,1972-04-20,1a
1345,M,1957-03-22,1c
1346,M,1960-07-19,1b
1347,M,1963-04-23,1d
1348,M,1949-05-20,1a
1349,M,1972-11-08,1b
1350,M,1956-06-24,1c
1351,F,1977-12-05,1b
1352,F,1946-09-23,1b
1353,F,1972-08-23,1b
1354,M,1950-08-20,1c
1355,F,1953-12-12,1c
1356,M,1940-01-17,1c
1357,M,1968-12-19,1c
1358,M,1978-09-27,1d
1359,M,1974-02-11,1b
1360,M,1974-08-17,1c
1361,M,1969-11-29,1b
1362,M,1970-10-01,1b
1363,F,1970-07-05,1b
1364,F,1950-11-09,1b
1365,M,1973-06-20,1c
1366,M,1940-07-24,1b
1367,M,1946-08-29,1c
1368,F,1969-03-25,1g
1369,M,1973-03-19,1c
1370,M,1957-06-08,1a
1371,M,1977-06-21,1c
1372,M,1976-01-19,1b
1373,M,1952-08-22,1c
1374,M,1979-10-11,1d
1375,M,1946-09-28,1b
1376,M,1977-12-07,1d
1377,M,1974-09-18,1c
1378,M,1957-07-24,1g
1379,M,1960-08-02,1b
1380,M,1953-10-19,1b
1381,M,1948-07-08,1b
1382,M,1954-05-25,1b
1383,M,1953-11-27,1d
1384,M,1975-12-04,1b
1385,M,1972-08-02,1b
1386,M,1970-02-28,1b
1387,M,1978-12-23,1d
1388,F,1943-07-03,1d
1389,M,1965-10-28,1a
1390,M,1958-08-08,1b
1391,M,1971-10-18,1a
1392,M,1970-03-10,1b
1393,F,1980-01-28,1d
1394,M,1966-12-27,1b
1395,M,1961-12-25,1a
1396,M,1969-04-09,1b
1397,M,1970-06-20,1g
1398,M,1970-05-24,1b
1399,F,1973-09-10,1c
1400,M,1980-08-09,1b
1401,F,1974-07-15,1a
1402,F,1972-11-08,1c
1403,M,1964-06-20,1c
1404,M,1964-11-19,1c
1405,M,1955-03-09,1c
1406,M,1954-01-07,1c
1407,M,1920-05-02,1a
1408,M,1959-07-07,1d
1409,F,1958-06-26,1d
1410,M,1955-02-28,1d
1411,M,1968-12-12,1b
1412,M,1955-11-18,1c
1413,M,1979-09-25,1d
1414,M,1973-06-12,1c
1415,M,1955-06-23,1c
1416,M,1956-05-21,1d
1417,F,1953-10-27,1c
1418,M,1967-12-31,1b
1419,M,1957-11-10,1d
1420,M,1946-09-12,1d
1421,F,1963-03-11,1c
1422,M,1957-05-02,1c
1423,M,1969-03-24,1b
1424,M,1977-08-20,1b
1425,M,1971-09-09,1g
1426,F,1966-09-21,1b
1427,M,1976-05-18,1c
1428,F,1957-08-20,1c
1429,M,1952-08-04,1c
1430,M,1947-08-03,1b
1431,F,1969-07-17,1a
1432,M,1941-01-14,1c
1433,M,1942-07-23,1c
1434,M,1979-12-13,1d
1435,M,1975-10-28,1b
1436,F,1959-06-08,1b
1437,M,1965-02-18,1c
1438,M,1950-05-15,1c
1439,M,1944-01-26,1b
1440,F,1979-08-09,1b
1441,M,1959-11-09,1c
1442,M,1968-09-22,1b
1443,M,1970-03-12,1d
1444,M,1953-11-12,1d
1445,M,1968-11-20,1d
1446,M,1977-01-23,1b
1447,M,1969-11-06,1a
1448,M,1973-06-20,1d
1449,M,1962-02-10,1b
1450,M,1950-05-24,1d
1451,M,1958-10-16,1b
1452,M,1975-10-08,1d
1453,F,1956-01-13,1c
1454,F,1973-06-23,1c
1455,F,1974-01-30,1c
1456,M,1971-08-09,1b
1457,M,1963-04-10,1b
1458,M,1975-10-04,1g
1459,M,1960-11-24,1b
1460,M,1972-10-08,1c
1461,F,1961-03-18,1d
1462,M,1973-04-03,1d
1463,M,1974-04-29,1b
1464,F,1974-05-05,1g
1465,M,1973-04-29,1b
1466,F,1969-03-11,1b
1467,M,1976-12-21,1c
1468,M,1965-10-30,1d
1469,F,1977-09-03,1d
1470,M,1975-03-01,1b
1471,F,1971-11-14,1c
1472,F,1973-02-12,1g
1473,F,1967-06-10,1a
1474,M,1953-03-30,1b
1475,F,1951-07-27,1b
1476,F,1953-10-17,1c
1477,F,1959-08-15,1c
1478,M,1946-10-08,1d
1479,F,1977-01-29,1d
1480,M,1951-03-17,1c
1481,F,1977-06-27,1b
1482,F,1972-12-25,1b
1483,M,1960-03-26,1b
1484,M,1945-06-20,1c
1485,M,1946-01-13,1d
1486,F,1973-02-27,1g
1487,M,1969-07-15,1b
1488,M,1953-01-02,1c
1489,M,1947-01-31,1c
1490,M,1941-03-04,1b
1491,F,1972-12-25,1c
1492,M,1960-09-14,1e
1493,F,1952-09-23,1d
1494,F,1978-02-24,1b
1495,F,1978-10-15,1b
1496,M,1948-05-23,1c
1497,M,1969-04-24,1d
1498,M,1942-11-17,1b
1499,M,1951-02-07,1d
1500,M,1921-10-16,1b
1501,M,1962-04-19,1c
1502,M,1968-09-28,1b
1503,M,1971-09-03,1b
1504,M,1951-08-03,1c
1505,F,1979-03-22,1b
1506,F,1945-08-16,1b
1507,M,1946-03-21,1a
1508,F,1973-08-04,1c
1509,M,1947-12-11,1c
1510,M,1957-07-22,1b
1511,F,1957-06-19,1c
1512,M,1949-08-20,1b
1513,M,1956-12-21,1b
1514,F,1977-07-25,1b
1515,M,1959-10-15,1c
1516,M,1950-04-19,1b
1517,M,1978-03-16,1d
1518,M,1947-04-29,1c
1519,M,1944-12-24,1b
1520,F,1947-11-26,1b
1521,M,1959-07-28,1a
1522,F,1978-11-09,1d
1523,M,1975-06-10,1c
1524,M,1977-11-25,1c
1525,M,1973-08-10,1b
1526,M,1967-01-24,1c
1527,M,1976-04-11,1b
1528,M,1963-01-03,1c
1529,F,1978-03-29,1g
1530,M,1953-01-19,1d
1531,M,1979-03-16,1c
1532,M,1964-10-21,1b
1533,M,1977-10-11,1b
1534,M,1949-02-19,1c
1535,F,1954-02-20,1b
1536,F,1953-11-09,1c
1537,M,1953-05-04,1c
1538,M,1976-08-05,1b
1539,F,1964-02-20,1c
1540,M,1973-12-21,1b
1541,F,1966-04-20,1c
1542,M,1947-12-29,1b
1543,F,1970-07-20,1c
1544,F,1972-11-09,1g
1545,F,1978-12-12,1b
1546,M,1948-11-13,1b
1547,M,1975-09-07,1b
1548,F,1955-06-30,1b
1549,F,1957-11-02,1c
1550,F,1971-04-05,1b
1551,M,1979-03-05,1d
1552,F,1971-03-16,1g
1553,M,1980-04-23,1c
1554,M,1965-08-24,1c
1555,M,1956-11-12,1c
1556,M,1962-12-10,1d
1557,M,1957-08-28,1g
1558,M,1935-05-16,1c
1559,F,1974-10-19,1b
1560,F,1943-07-28,1b
1561,M,1967-08-07,1b
1562,M,1955-06-29,1d
1563,F,1946-08-29,1c
1564,M,1967-08-26,1a
1565,F,1980-12-11,1d
1566,F,1969-06-21,1g
1567,M,1969-02-17,1d
1568,M,1947-11-22,1d
1569,M,1947-11-19,1b
1570,M,1959-02-13,1d
1571,M,1974-02-05,1c
1572,M,1963-10-18,1c
1573,M,1955-09-28,1d
1574,M,1948-12-19,1a
1575,F,1978-12-19,1b
1576,M,1975-01-05,1c
1577,M,1979-09-21,1e
1578,F,1973-10-16,1b
1579,M,1975-07-09,1g
1580,M,1959-01-01,1g
1581,M,1965-03-30,1b
1582,M,1972-04-08,1c
1583,M,1976-05-08,1b
1584,M,1954-10-13,1d
1585,M,1972-02-13,1d
1586,F,1975-10-11,1b
1587,M,1944-07-11,1b
1588,M,1974-04-10,1c
1589,M,1965-09-15,1d
1590,M,1948-12-26,1c
1591,M,1949-11-30,1b
1592,M,1931-09-26,1d
1593,M,1980-11-14,1d
1594,M,1958-11-27,1c
1595,M,1974-10-03,1g
1596,M,1964-10-26,1c
1597,M,1969-01-16,1d
1598,M,1972-02-02,1b
1599,M,1977-11-09,1d
1600,M,1968-10-22,1b
1601,M,1977-08-16,1d
1602,M,1942-08-25,1d
1603,M,1969-02-24,1c
1604,M,1971-02-05,1b
1605,M,1964-01-15,1a
1606,F,1968-01-16,1b
1607,M,1971-10-02,1c
1608,M,1970-01-16,1d
1609,M,1963-03-05,1b
1610,M,1979-01-09,1d
1611,M,1971-11-27,1b
1612,M,1976-02-23,1b
1613,F,1978-01-22,1b
1614,F,1977-01-08,1b
1615,M,1954-07-04,1d
1616,M,1976-10-16,1b
1617,M,1976-03-15,1b
1618,M,1951-01-12,1e
1619,F,1950-09-12,1a
1620,M,1973-01-10,1a
1621,M,1970-05-21,1c
1622,M,1952-09-05,1c
1623,M,1958-04-05,1c
1624,M,1933-09-30,1b
1625,M,1956-08-25,1c
1626,M,1972-10-19,1a
1627,M,1955-08-24,1d
1628,M,1975-04-03,1c
1629,M,1958-12-08,1d
1630,M,1978-11-16,1b
1631,M,1952-07-16,1e
1632,M,1969-01-24,1d
1633,M,1953-12-27,1d
1634,M,1952-03-01,1c
1635,M,1971-03-20,1c
1636,M,1977-02-05,1b
1637,M,1977-12-30,1b
1638,M,1965-12-23,1b
1639,M,1970-07-15,1e
1640,F,1973-11-17,1c
1641,M,1969-02-11,1c
1642,M,1943-11-14,1c
1643,F,1948-02-10,1c
1644,F,1950-08-03,1e
1645,M,1976-12-21,1c
1646,M,1943-07-02,1c
1647,M,1957-12-21,1c
1648,M,1951-09-10,1a
1649,M,1956-10-01,1c
1650,F,1970-07-08,1d
1651,F,1950-03-25,1c
1652,M,1977-11-17,1b
1653,M,1975-09-17,1d
1654,M,1957-09-21,1b
1655,M,1964-08-15,1a
1656,M,1974-02-13,1b
1657,M,1947-10-07,1b
1658,F,1978-06-30,1b
1659,F,1971-12-09,1c
1660,F,1968-09-12,1d
1661,F,1974-05-01,1c
1662,M,1960-02-29,1d
1663,M,1946-07-01,1c
1664,M,1969-01-01,1a
1665,M,1952-02-06,1c
1666,M,1942-12-11,1b
1667,M,1976-12-31,1c
1668,M,1976-02-07,1c
1669,M,1951-08-05,1c
1670,F,1950-02-19,1c
1671,M,1950-09-27,1c
1672,F,1945-09-07,1d
1673,M,1946-07-14,1d
1674,M,1969-04-27,1c
1675,M,1936-04-14,1b
1676,M,1950-03-12,1e
1677,M,1977-09-15,1d
1678,M,1956-10-24,1b
1679,M,1978-06-16,1b
1680,F,1972-06-25,1g
1681,M,1954-03-29,1d
1682,M,1976-04-06,1c
1683,F,1978-06-08,1b
1684,M,1972-08-15,1g
1685,M,1973-10-23,1b
1686,F,1957-04-05,1b
1687,M,1957-08-26,1c
1688,M,1948-11-17,1b
1689,M,1972-12-08,1b
1690,M,1951-01-16,1c
1691,M,1932-07-09,1c
1692,M,1955-05-16,1d
1693,M,1934-07-25,1b
1694,M,1969-05-02,1b
1695,F,1952-09-15,1c
1696,M,1967-08-11,1c
1697,F,1971-03-12,1d
1698,M,1976-01-14,1c
1699,M,1956-09-27,1a
1700,M,1951-06-17,1d
1701,M,1961-09-08,1d
1702,M,1947-11-08,1d
1703,M,1950-06-09,1b
1704,M,1942-07-09,1c
1705,M,1958-07-30,1c
1706,M,1944-10-29,1c
1707,M,1969-01-11,1b
1708,F,1973-02-04,1c
1709,F,1974-02-15,1c
1710,F,1973-10-21,1b
1711,M,1971-11-04,1c
1712,M,1957-02-01,1c
1713,M,1976-06-30,1a
1714,M,1966-11-15,1a
1715,M,1946-08-06,1c
1716,M,1977-02-17,1b
1717,F,1968-02-22,1b
1718,M,1974-12-02,1e
1719,M,1946-10-26,1c
1720,F,1976-03-11,1b
1721,M,1951-10-30,1c
1722,M,1965-06-08,1b
1723,M,1968-07-04,1c
1724,M,1948-01-26,1b
1725,F,1973-11-08,1g
1726,M,1949-01-21,1b
1727,F,1970-08-04,1b
1728,F,1941-11-22,1b
1729,F,1962-10-21,1c
1730,M,1972-04-12,1b
1731,M,1942-10-16,1d
1732,M,1971-11-06,1a
1733,M,1975-05-03,1d
1734,F,1948-12-28,1c
1735,M,1977-03-21,1c
1736,M,1960-06-02,1b
1737,M,1950-04-30,1d
1738,M,1959-02-07,1d
1739,M,1978-12-07,1e
1740,M,1958-10-16,1d
1741,M,1960-01-09,1e
1742,M,1975-11-22,1b
1743,M,1950-02-01,1c
1744,M,1958-04-20,1c
1745,M,1977-05-21,1d
1746,F,1971-01-01,1c
1747,F,1955-02-19,1c
1748,F,1949-05-24,1g
1749,M,1945-08-07,1b
1750,M,1949-01-15,1c
1751,F,1975-11-21,1c
1752,F,1961-10-01,1c
1753,M,1949-03-30,1b
1754,F,1974-10-17,1b
1755,M,1959-07-29,1c
1756,F,1973-11-05,1d
1757,M,1975-06-17,1g
1758,M,1979-12-11,1d
1759,M,1980-10-03,1d
1760,F,1974-03-31,1c
1761,M,1956-01-29,1d
1762,F,1976-01-12,1g
1763,M,1971-05-08,1b
1764,F,1939-09-03,1g
1765,M,1944-02-12,1b
1766,M,1966-01-18,1b
1767,M,1979-02-22,1d
1768,M,1967-01-19,1b
1769,M,1950-05-05,1b
1770,F,1954-02-19,1c
1771,F,1978-02-11,1b
1772,M,1972-11-15,1b
1773,M,1962-08-04,1a
1774,F,1944-04-02,1b
1775,F,1979-02-21,1a
1776,F,1979-05-18,1d
1777,M,1964-05-17,1b
1778,M,1979-01-11,1b
1779,M,1953-08-08,1b
1780,M,1975-08-16,1b
1781,M,1942-02-05,1b
1782,M,1955-12-02,1c
1783,M,1969-10-26,1g
1784,M,1970-08-15,1b
1785,M,1948-01-28,1c
1786,M,1971-10-27,1b
1787,M,1948-04-09,1d
1788,F,1975-05-23,1c
1789,M,1966-06-22,1b
1790,F,1977-06-06,1d
1791,F,1951-10-30,1b
1792,M,1969-08-23,1b
1793,F,1957-07-23,1d
1794,M,1956-06-04,1e
1795,M,1969-03-30,1b
1796,M,1973-09-12,1c
1797,M,1956-04-17,1c
1798,M,1938-12-28,1b
1799,M,1953-09-03,1c
1800,M,1951-10-05,1c
1801,M,1975-04-08,1g
1802,M,1972-04-10,1c
1803,M,1947-10-29,1b
1804,M,1968-09-03,1a
1805,M,1958-07-22,1b
1806,M,1939-12-16,1d
1807,F,1978-12-05,1c
1808,M,1978-08-27,1c
1809,M,1957-07-07,1b
1810,F,1977-07-27,1d
1811,M,1973-11-16,1c
1812,F,1955-08-23,1b
1813,M,1946-01-24,1c
1814,F,1971-02-25,1d
1815,M,1963-09-08,1d
1816,M,1948-07-02,1d
1817,M,1941-06-07,1c
1818,M,1952-01-19,1c
1819,M,1976-02-25,1b
1820,M,1958-02-08,1b
1821,M,1953-03-23,1b
1822,F,1979-02-20,1d
1823,M,1958-01-09,1c
1824,F,1974-01-30,1c
1825,M,1951-04-19,1c
1826,M,1956-06-28,1c
1827,F,1978-02-03,1b
1828,F,1979-09-20,1d
1829,F,1975-07-26,1d
1830,M,1975-12-10,1b
1831,M,1977-07-14,1b
1832,M,1949-10-15,1b
1833,M,1973-12-20,1d
1834,M,1969-10-15,1b
1835,M,1955-11-21,1c
1836,M,1949-07-08,1c
1837,M,1948-05-01,1d
1838,M,1975-09-08,1d
1839,M,1952-04-20,1a
1840,M,1943-07-19,1c
1841,F,1957-11-07,1g
1842,F,1968-02-15,1b
1843,F,1965-01-08,1c
1844,M,1936-12-10,1b
1845,M,1929-01-14,1b
1846,M,1970-07-02,1c
1847,M,1971-10-04,1c
1848,M,1948-08-14,1c
1849,M,1979-04-22,1c
1850,M,1956-06-09,1d
1851,M,1970-11-08,1b
1852,M,1979-08-08,1d
1853,F,1975-12-11,1c
1854,M,1965-02-09,1a
1855,F,1978-12-10,1c
1856,M,1979-03-22,1b
1857,M,1960-05-31,1b
1858,F,1958-10-09,1d
1859,F,1963-09-13,1g
1860,M,1973-03-20,1b
1861,M,1943-03-09,1b
1862,M,1968-05-05,1a
1863,M,1975-07-22,1b
1864,M,1953-12-08,1b
1865,M,1932-01-27,1c
1866,M,1968-06-13,1g
1867,M,1972-07-07,1c
1868,F,1926-10-19,1c
1869,F,1976-01-29,1c
1870,M,1968-09-13,1g
1871,M,1950-04-26,1c
1872,M,1957-06-25,1c
1873,M,1977-10-14,1d
1874,M,1958-04-07,1b
1875,M,1980-04-21,1b
1876,F,1951-04-07,1c
1877,M,1977-07-07,1c
1878,M,1952-09-09,1c
1879,M,1965-01-13,1c
1880,F,1965-08-10,1c
1881,M,1954-08-01,1c
1882,M,1970-01-15,1b
1883,F,1972-08-17,1c
1884,M,1973-10-31,1d
1885,F,1956-02-05,1d
1886,M,1952-08-04,1d
1887,F,1979-11-03,1d
1888,F,1978-03-23,1c
1889,F,1956-04-21,1c
1890,M,1974-11-30,1g
1891,M,1980-01-25,1b
1892,M,1973-04-25,1b
1893,M,1972-08-22,1b
1894,M,1972-08-23,1b
1895,M,1970-05-27,1b
1896,M,1954-08-02,1d
1897,F,1952-02-24,1c
1898,M,1968-11-04,1b
1899,M,1973-10-29,1c
1900,M,1943-03-01,1c
1901,M,1922-12-04,1c
1902,M,1972-03-19,1c
1903,M,1949-04-04,1b
1904,M,1972-10-15,1c
1905,M,1977-03-17,1g
1906,F,1979-11-01,1d
1907,M,1958-12-29,1b
1908,M,1938-07-06,1b
1909,M,1974-11-01,1b
1910,M,1972-02-25,1c
1911,M,1980-07-23,1d
1912,M,1973-05-14,1c
1913,F,1973-06-06,1b
1914,F,1972-05-19,1c
1915,M,1980-03-07,1b
1916,M,1950-06-04,1d
1917,F,1977-03-09,1b
1918,F,1973-11-04,1b
1919,M,1980-02-20,1d
1920,M,1948-02-22,1c
1921,M,1974-04-21,1d
1922,M,1966-01-31,1b
1923,M,1961-11-12,1b
1924,M,1963-04-12,1c
1925,M,1954-08-10,1c
1926,F,1979-11-11,1b
1927,F,1972-01-15,1d
1928,M,1958-09-12,1b
1929,F,1971-01-27,1b
1930,M,1972-05-31,1c
1931,F,1971-09-27,1d
1932,M,1949-10-25,1b
